,idx,RECOGNIZER_DT,RECOGNIZER_ID,AURA_ID,CHANNEL_CD,CORR_ID,STATUS_CD,REASON,VERSION_ID,DURATION_NU,SCORE_NU,INPUT,OUTPUT,INTENT,ENTITIES,AURA_ID_GLOBAL,num_file
891456,1173562,2018-12-22T13:20:05.550Z,nlp-recognizer,c4d4f42d-eb1c-1fa2-e0da-db206737d22e,movistar-plus,7cdb2ff3-8844-5493-9d2c-26037334eedd,200.0,,3.0.3,69.0,0.945212,películas amor,"{""score"":0.945212,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.945212}],""entities"":[{""type"":""tef.audiovisual_subgenre"",""entity"":""amor"",""label"":""RO"",""canon"":""amor"",""start_index"":10,""end_index"":14,""score"":1},{""type"":""tef.audiovisual_genre"",""entity"":""películas"",""label"":""CN"",""canon"":""peliculas"",""start_index"":0,""end_index"":9,""score"":1.0000000000000002}]}",tv.search,"amor,películas",b5a57e78-ccfc-4627-3332-b9be7f7bc374,268
1112483,915329,2019-03-09T13:42:45.153Z,nlp-recognizer,ee233943-6c0b-b931-986b-7bac9d987211,movistar-home,2906ce5f-8232-5cf5-8072-4bb4bd069760,200.0,,3.0.3,57.0,1.0,SUBE EL VOLUMEN,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.volume_up"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.volume_up"",""score"":1}],""entities"":[]}",tv.volume_up,,98353878-36ed-f02c-cde3-9c3148188b75,241
891490,495766,2018-12-22T13:21:48.624Z,nlp-recognizer,6b05ca1b-f963-dc62-805f-68ccb8c18dbe,movistar-plus,96f8c8f5-d329-504c-b269-53cf61cbc8ee,200.0,,3.0.3,47.0,0.8643018,Betis Eibar,"{""score"":0.8643018,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.8643018}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""Betis Eibar"",""label"":"""",""canon"":""betis eibar"",""start_index"":0,""end_index"":11,""score"":0.9999999999999825}]}",tv.search,Betis Eibar,1c9cd1b5-5c9c-b287-4598-38dab4abcc6c,102
249111,1348634,2019-02-24T00:20:19.621Z,nlp-recognizer,78f92f5a-43a5-50ca-0f0e-e021413527ed,movistar-plus,2357e946-c483-55e4-9677-0ca43741e92d,200.0,,3.0.3,66.0,0.6783402,capítulo 1 de vikingos,"{""score"":0.6783402,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.6783402}],""entities"":[{""type"":""tef.audiovisual_tvseries_title"",""entity"":""vikingos"",""label"":"""",""canon"":""vikingos"",""start_index"":14,""end_index"":22,""score"":0.9978406634038198}]}",tv.display,vikingos,b41a5612-7549-c6e6-6433-316ff1ec2634,334
824721,308234,2018-12-18T20:38:50.647Z,nlp-recognizer,580bd093-9512-fbd4-20bf-427a07dc466d,movistar-home,0a036ad3-657b-5ae9-99b0-43c14fef2340,200.0,,3.0.3,56.0,0.18836385,PAPÁ GAME EN LA TELE Y EL DIGITAL,"{""score"":0.18836385,""intent"":""tef.int.es_ES.mh.tv.from_beginning"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.from_beginning"",""score"":0.18836385}],""entities"":[{""type"":""tef.device_tv"",""entity"":""TELE"",""label"":"""",""canon"":""television"",""start_index"":16,""end_index"":20,""score"":1.0000000000000002}]}",tv.from_beginning,TELE,6e1d3e5f-29e5-8c90-3dd6-994c774c5b1e,60
1068771,792914,2019-03-04T11:35:59.865Z,nlp-recognizer,af1622e1-d2a5-7fe8-0f76-655849ca3b51,movistar-home,ad167e1f-4c6e-5e6e-8b80-0d829f08c50c,200.0,,3.0.3,52.0,0.996570051,RECOMIÉNDAME UNA PELÍCULA,"{""score"":0.996570051,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.996570051}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""PELÍCULA"",""label"":""CN"",""canon"":""peliculas"",""start_index"":17,""end_index"":25,""score"":1}]}",tv.search,PELÍCULA,c7ba40cb-64c5-9972-c577-45b6ab898376,208
924576,1259148,2018-12-24T14:44:54.256Z,nlp-recognizer,5d1159ed-c8bd-87f0-954c-e83052e96a57,movistar-home,1df41797-8b07-5e85-b47c-2e3760d1c8b0,200.0,,3.0.3,48.0,0.99996376,PON TELECINCO,"{""score"":0.99996376,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.99996376}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""TELECINCO"",""label"":"""",""canon"":""telecinco"",""start_index"":4,""end_index"":13,""score"":1}]}",tv.display,TELECINCO,d6897ad7-ffae-c191-34ce-81ceb472de02,288
770045,148245,2018-12-16T13:51:22.695Z,nlp-recognizer,8373941b-f3e4-d896-522d-12dd471af4c5,movistar-home,d1037c9b-2808-5764-9b81-600e257473a8,200.0,,3.0.2,28.0,,SEIS,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,693bfd3b-4a62-4ad1-19d4-12963dd32426,35
469604,1030516,2019-01-30T19:53:34.015Z,nlp-recognizer,8219a0e3-f4eb-7518-9a92-0bea48724847,movistar-home,efedc5f7-1c54-5ad2-9c0f-4096d6b1467b,200.0,,3.0.3,49.0,0.999629557,QUÉ ESTOY VIENDO,"{""score"":0.999629557,""intent"":""tef.int.es_ES.mh.tv.vod_epg_information"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.vod_epg_information"",""score"":0.999629557}],""entities"":[]}",tv.vod_epg_information,,5e6709c7-a2e5-9f22-c01b-075b2ce22dcf,243
126486,684573,2019-02-26T21:02:15.324Z,nlp-recognizer,80c29582-e925-70fd-057d-5f41e35aea42,movistar-plus,ed9ac000-0835-59a1-8174-8801894b1844,200.0,,3.0.3,14.0,1.0,Gracias aura,"{""score"":1,""intent"":""tef.int.es_ES.mp.common.thankyous"",""intents"":[{""intent"":""tef.int.es_ES.mp.common.thankyous"",""score"":1}],""entities"":[]}",common.thankyous,,392730cc-e40e-b7d9-f2c5-94547fbcbc24,167
597735,1707770,2019-01-22T12:20:01.800Z,nlp-recognizer,e5c20f2b-eade-dea7-cb81-29e216f999ad,movistar-plus,2708b6a2-c95b-50eb-b77c-4bee8fe51287,200.0,,3.0.3,75.0,0.9350554,peli,"{""score"":0.9350554,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.9350554}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""peli"",""label"":""CN"",""canon"":""peliculas"",""start_index"":0,""end_index"":4,""score"":1}]}",tv.search,peli,6a05063d-50a0-7879-87c6-7b657823cb87,413
1253835,1298300,2019-03-25T14:48:02.981Z,nlp-recognizer,90918097-e906-3b76-9619-3ece51865fed,movistar-home,4f2eaec9-926b-55fe-a852-3c7887329552,200.0,,3.0.3,19.0,1.0,BAJA EL VOLUMEN,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.volume_down"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.volume_down"",""score"":1}],""entities"":[]}",tv.volume_down,,41bb39a1-e4be-c63c-efbc-c3fcd9cedddc,344
701596,1733110,2018-12-08T16:47:43.797Z,cognitive-multiluis-recognizer,906bee8b-94b7-6b72-032c-0dc80b567f40,movistar-plus,5c61288d-cb6d-5722-a35d-c7d155d8ba71,200.0,,2.5.1,94.0,0.979957,quiero ver a [tef.audiovisual_actor],"{""score"":0.979957,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.979957},{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.011529088},{""intent"":""tef.int.es_ES.mp.tv.record"",""score"":0.005854803},{""intent"":""tef.int.es_ES.mp.tv.from_beginning"",""score"":0.000341340929},{""intent"":""tef.int.es_ES.mp.tv.launch"",""score"":0.000259395572},{""intent"":""None"",""score"":0.000231420752},{""intent"":""tef.int.es_ES.mp.tv.search_similar"",""score"":0.00006642962},{""intent"":""tef.int.es_ES.mp.tv.question_time_loc"",""score"":0.000013466065},{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.00000212195573}],""entities"":[{""type"":""tef.audiovisual_actor"",""entity"":""Sergio Fernández"",""label"":"""",""canon"":""sergio fernandez"",""start_index"":12,""end_index"":29,""score"":4.546938195472965e-12}],""compositeEntities"":[]}",tv.display,Sergio Fernández,,400
334084,297809,2019-01-08T20:13:27.946Z,nlp-recognizer,304e2a31-402d-9298-b353-553371d01e12,movistar-home,871b76df-7c0d-55c0-a0d2-36eab8f6a882,200.0,,3.0.3,14.0,1.0,ENCIENDE LA TELE,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.on"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.on"",""score"":1}],""entities"":[]}",tv.on,,fef2deed-6bbf-243d-aefe-b19bc7c91694,68
1121641,197039,2019-03-10T11:50:10.985Z,nlp-recognizer,42a51caf-d22d-a033-6216-7368c46fb231,movistar-home,17b3fd63-3d95-5882-84a5-e758e0b145b6,200.0,,3.0.3,15.0,1.0,HASTA PRONTO,"{""score"":1,""intent"":""tef.int.es_ES.mh.common.goodbyes"",""intents"":[{""intent"":""tef.int.es_ES.mh.common.goodbyes"",""score"":1}],""entities"":[]}",common.goodbyes,,5deb6d4a-8509-d2bd-133b-ac2966e93bdc,51
279443,19988,2019-01-01T23:08:52.491Z,nlp-recognizer,f12fb0c2-d5e5-298c-20db-5097bbfd038b,movistar-plus,60dcd370-0b45-5949-9a7a-2ce46968c86a,200.0,,3.0.3,47.0,,Riverdale,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,eda88f64-30a8-30e8-dee0-1c3ac47c9420,5
706053,2001129,2018-12-08T22:08:54.401Z,cognitive-multiluis-recognizer,3c2cc1eb-698f-2638-4439-228711f8359a,movistar-plus,772c7757-6b3c-54c4-84db-8cdff13fa5d5,200.0,,2.5.1,76.0,0.8643018, [tef.audiovisual_sports_team],"{""score"":0.8643018,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.8643018},{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.0677463338},{""intent"":""tef.int.es_ES.mp.tv.question_time_loc"",""score"":0.0200594049},{""intent"":""tef.int.es_ES.mp.tv.record"",""score"":0.0113402624},{""intent"":""tef.int.es_ES.mp.tv.launch"",""score"":0.009608737},{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.00634492142},{""intent"":""tef.int.es_ES.mp.tv.from_beginning"",""score"":0.00126807031},{""intent"":""None"",""score"":0.0005959067},{""intent"":""tef.int.es_ES.mp.tv.search_similar"",""score"":0.000002311825}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""Nápoles"",""label"":"""",""canon"":""napoles"",""start_index"":0,""end_index"":7,""score"":0.000002125625611500384}],""compositeEntities"":[]}",tv.search,Nápoles,,467
441527,879497,2019-01-26T07:30:53.996Z,nlp-recognizer,fb679497-905b-dff9-41ba-b3a4751c569c,movistar-plus,ed98835e-eec8-5ca7-900a-a5bbd39e0f44,424.0,"Error: Aura recognizer error, reason: recognizer-execution (undefined)",3.0.3,19.0,,me llamo Khan,,,,5c6dcdba-2155-f433-3b72-7141006f045e,207
237016,1285019,2019-02-21T14:56:10.791Z,nlp-recognizer,7ad6e625-a9ec-d2a9-fd5f-35243ebeb511,movistar-home,06ab4119-0ec3-5158-8b5c-43ee0c0c9a57,200.0,,3.0.3,100.0,0.9999561309999999,PON CANAL GOL TV,"{""score"":0.999956131,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.999956131}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""GOL TV"",""label"":"""",""canon"":""gol television"",""start_index"":10,""end_index"":16,""score"":1.0000000000000002}]}",tv.display,GOL TV,dc2f5009-2d6b-0245-b455-6381f007e354,318
1023377,821816,2018-12-30T20:57:16.182Z,nlp-recognizer,d7f6f32a-a713-7617-dcc8-e754227801c3,movistar-plus,94ab1df1-b966-5727-8d76-c3f7ead5c280,200.0,,3.0.3,107.0,,Como descargar una película ,"{""score"":0,""intent"":""tef.int.es_ES.mp.tv.none"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.none"",""score"":0}],""entities"":[]}",tv.none,,6caed255-45db-6624-556a-74c5d44f1aee,182
810545,1001621,2018-12-18T14:15:16.369Z,nlp-recognizer,f851590a-5036-0d49-fe09-6a9ce9b27be6,movistar-plus,671422fa-1f76-569d-bec7-b45284536c4d,200.0,,3.0.3,42.0,0.4292148,Kara sevda,"{""score"":0.4292148,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.4292148}],""entities"":[{""type"":""tef.audiovisual_tvseries_title"",""entity"":""Kara sevda"",""label"":"""",""canon"":""kara sevda"",""start_index"":0,""end_index"":10,""score"":1}]}",tv.search,Kara sevda,9ce8c77c-b2e0-8461-2f50-3da0689285c3,228
667955,1624002,2018-12-02T20:14:48.644Z,cognitive-multiluis-recognizer,41798595-a7cd-ed49-8ed2-bf23231b1f15,movistar-plus,90483e86-535e-5dc8-863d-b8d2f8c1b8a4,200.0,,2.5.1,99.0,0.9993274,pon la guia de la [tef.device_tv],"{""score"":0.9993274,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.9993274},{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.403345138},{""intent"":""tef.int.es_ES.mp.tv.launch"",""score"":0.0131471334},{""intent"":""tef.int.es_ES.mp.tv.record"",""score"":0.00954796},{""intent"":""None"",""score"":0.00646925857},{""intent"":""tef.int.es_ES.mp.tv.from_beginning"",""score"":0.00008552359},{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.00000404774073},{""intent"":""tef.int.es_ES.mp.tv.question_time_loc"",""score"":0.000001572721},{""intent"":""tef.int.es_ES.mp.tv.search_similar"",""score"":1.43953486e-7}],""entities"":[{""type"":""tef.device_tv"",""entity"":""tele"",""label"":"""",""canon"":""television"",""start_index"":17,""end_index"":22,""score"":0.0000027804626130078424}],""compositeEntities"":[]}",tv.display,tele,,370
1132697,215865,2019-03-11T17:44:32.886Z,nlp-recognizer,0140394d-f0e5-600f-3ec3-6350bc65bebf,movistar-home,4901eb3d-9cd1-5de0-9d87-ae3fbe0555ba,200.0,,3.0.3,45.0,0.65206033,SUBE A LA CANAL,"{""score"":0.65206033,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0.65206033}],""entities"":[]}",None,,97de02f1-cd8b-f3b7-2a6a-9898a5763038,57
330355,279678,2019-01-08T12:58:01.903Z,nlp-recognizer,16f419cd-dbd2-dc8b-5c50-795aa09857ea,movistar-home,6e3b0c91-a6a9-5823-b392-c95bf429cc20,200.0,,3.0.3,15.0,1.0,REANUDAR,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.resume"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.resume"",""score"":1}],""entities"":[]}",tv.resume,,c92e9dbb-94ed-ce59-7b9e-ea89ce4b45c8,64
260119,1408726,2019-02-25T19:25:35.644Z,nlp-recognizer,8b5384d4-5378-0708-2322-169db2580f0d,movistar-home,491fc26c-8002-5722-a4e4-98854cf050a9,200.0,,3.0.3,76.0,0.510928154,ME PUEDES DECIR EL TIEMPO QUE VÁZQUEZ,"{""score"":0.510928154,""intent"":""tef.int.es_ES.mh.tv.content_get_info"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.content_get_info"",""score"":0.510928154}],""entities"":[{""type"":""tef.audiovisual_documental_title"",""entity"":""EL TIEMPO"",""label"":"""",""canon"":""el tiempo"",""start_index"":16,""end_index"":25,""score"":0.9997849604106156}]}",tv.content_get_info,EL TIEMPO,aa64b56f-d95f-115b-05a5-ca487940f4a4,350
1040733,4772,2019-03-01T12:27:56.637Z,nlp-recognizer,a5ba7517-b8e6-9745-00f5-ffe3538a56f6,movistar-home,75d1de05-ef47-5fc1-85d8-6541c5469748,200.0,,3.0.3,77.0,0.9604054,EN MI A LA RECONOCE,"{""score"":0.9604054,""intent"":""tef.int.es_ES.mh.tv.none"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.none"",""score"":0.9604054}],""entities"":[]}",tv.none,,8a9b6567-988f-655d-10f6-2e4aa0b06448,1
1149338,1025748,2019-03-13T16:50:48.249Z,nlp-recognizer,829f8d97-1e72-7cca-c2db-fa2e16178bc0,movistar-home,dfa96e3a-2a66-5b1d-a84a-27c66d1f50f8,200.0,,3.0.3,110.0,0.999961853,PONME EL CANAL GOL TV,"{""score"":0.999961853,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.999961853}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""GOL TV"",""label"":"""",""canon"":""gol television"",""start_index"":15,""end_index"":21,""score"":0.9999999999999997}]}",tv.display,GOL TV,225863b8-b49f-e2b2-2a99-f61ce9445020,271
359714,429777,2019-01-12T12:35:05.600Z,nlp-recognizer,58cb60f1-c0a1-a2b0-c604-83f2b32b9935,movistar-home,cd19cd77-b3c8-5024-8d2c-47fc95c74443,200.0,,3.0.3,14.0,1.0,PARAR,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.pause"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.pause"",""score"":1}],""entities"":[]}",tv.pause,,bc9a85a5-92fb-61b3-f803-134b67eeaa7b,98
644342,1964833,2019-01-30T13:52:27.847Z,nlp-recognizer,30d4a22c-9ef0-52d1-c736-165960866761,movistar-home,0ef51c62-73d6-5a68-823a-e7d0c4a97a83,200.0,,3.0.3,109.0,0.5046337000000001,POR LA TRES,"{""score"":0.5046337,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.5046337}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""LA TRES"",""label"":"""",""canon"":""antena 3"",""start_index"":4,""end_index"":11,""score"":0.9999999999999952}]}",tv.search,LA TRES,39c5dc74-6b3f-2725-f29d-e33563639047,471
1047574,716219,2019-03-01T23:13:38.631Z,nlp-recognizer,4a9d24d6-2ba3-4a5f-96fb-b19543dadc4f,movistar-plus,3216fcc6-12f1-5b61-ad7d-ea346205f740,200.0,,3.0.3,56.0,0.9994968000000001,pon la sexta en la tele,"{""score"":0.9994968,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.9994968}],""entities"":[{""type"":""tef.device_tv"",""entity"":""tele"",""label"":"""",""canon"":""television"",""start_index"":19,""end_index"":23,""score"":1},{""type"":""tef.audiovisual_channel"",""entity"":""la sexta"",""label"":"""",""canon"":""la sexta"",""start_index"":4,""end_index"":12,""score"":0.9998863603647665}]}",tv.display,"tele,la sexta",bc47cefb-d1b2-5e19-873b-350119bd43ee,190
38390,207032,2019-02-08T21:07:02.723Z,nlp-recognizer,eaa0377a-f4e0-fd05-d4db-3feaf7c8f724,movistar-plus,1ae978b7-d19e-5a01-8278-8bb6ffa186c1,200.0,,3.0.3,15.0,1.0,Hola Aura,"{""score"":1,""intent"":""tef.int.es_ES.mp.common.greetings"",""intents"":[{""intent"":""tef.int.es_ES.mp.common.greetings"",""score"":1}],""entities"":[]}",common.greetings,,3f9bd979-8e40-97c4-ef7d-820d2265fdea,50
901286,1193571,2018-12-22T20:29:25.137Z,nlp-recognizer,26ce42fe-e076-cdbe-142e-abf7598f5fef,movistar-home,16fc02cd-2f9f-5ede-938e-467b34a4bd19,200.0,,3.0.3,41.0,0.941190958,ADEMÁS LAS MANOS,"{""score"":0.941190958,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.941190958}],""entities"":[{""type"":""tef.audiovisual_film_title"",""entity"":""LAS MANOS"",""label"":"""",""canon"":""las manos"",""start_index"":7,""end_index"":16,""score"":0.9999999999999996}]}",tv.search,LAS MANOS,398dfe79-243a-3ed5-69dd-394a7b234816,272
762841,909364,2018-12-15T18:27:59.438Z,nlp-recognizer,e3184812-6862-81ce-ba4d-2e7d9b45b129,movistar-plus,20a03aeb-eee1-5d22-b10e-7dc024baa56d,200.0,,3.0.2,51.0,0.8332398999999999,Porque no puedo ver el partido del Real Madrid rayo ahora,"{""score"":0.8332399,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.8332399}],""entities"":[{""type"":""tef.audiovisual_sports_unit"",""entity"":""partido"",""label"":""PARTIDO"",""canon"":""partido"",""start_index"":23,""end_index"":30,""score"":1},{""type"":""tef.time_instant"",""entity"":""ahora"",""label"":"""",""canon"":""ahora"",""start_index"":52,""end_index"":57,""score"":0.9999999999999998},{""type"":""tef.audiovisual_sports_team"",""entity"":""Real Madrid rayo"",""label"":"""",""canon"":""real madrid rayo"",""start_index"":35,""end_index"":51,""score"":0.9993038109688563}]}",tv.search,"partido,ahora,Real Madrid rayo",2638c2d1-eaa4-2031-24ee-9d936ae6377f,205
619072,1829791,2019-01-25T14:00:52.007Z,nlp-recognizer,f6a17c9f-b437-a0af-331b-4023c4d447ac,movistar-home,1461fbd6-5248-5baa-a6ef-0812932c4066,200.0,,3.0.3,44.0,0.99996376,PON ANTENA TRES,"{""score"":0.99996376,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.99996376}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""ANTENA TRES"",""label"":"""",""canon"":""antena 3"",""start_index"":4,""end_index"":15,""score"":0.9999999999999999}]}",tv.display,ANTENA TRES,ad8fd7da-4dd6-a676-4a6e-58103dd5c79c,438
30606,166305,2019-02-07T18:06:06.677Z,nlp-recognizer,3d722e53-af50-2fc2-512d-15b58d1bfe6f,movistar-plus,3ecc3b47-39e5-55e2-a35f-845525d7e4c4,200.0,,3.0.3,41.0,0.4653228,serie Hawai 50,"{""score"":0.4653228,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.4653228}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""serie"",""label"":""SR"",""canon"":""series de television"",""start_index"":0,""end_index"":5,""score"":0.9999999999999997},{""type"":""tef.audiovisual_film_title"",""entity"":""Hawai"",""label"":"""",""canon"":""hawai"",""start_index"":6,""end_index"":11,""score"":0.8837226092271068}]}",tv.search,"serie,Hawai",60888566-b356-11cb-611f-8e49bc7d3e81,41
514751,1263927,2019-01-06T19:10:28.348Z,nlp-recognizer,c7963a6a-4b1e-d8d9-f483-ee14f3e1e7d6,movistar-home,480585b9-0beb-5798-b577-b45eecd7ecd3,200.0,,3.0.3,55.0,0.99996376,PON ANTENA TRES,"{""score"":0.99996376,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.99996376}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""ANTENA TRES"",""label"":"""",""canon"":""antena 3"",""start_index"":4,""end_index"":15,""score"":0.9999999999999998}]}",tv.display,ANTENA TRES,afde1669-4c4e-41d4-6eba-305af8b9165b,299
17384,96608,2019-02-04T18:38:24.650Z,nlp-recognizer,5398b908-307e-a8fb-f3d4-ded60f8df8d7,movistar-plus,5b6dfc41-b1e4-5eb2-9137-b610a2750ad5,200.0,,3.0.3,22.0,1.0,Drácula,"{""score"":1,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":1}],""entities"":[{""type"":""tef.audiovisual_tvseries_title"",""entity"":""Drácula"",""label"":"""",""canon"":""dracula"",""start_index"":0,""end_index"":7,""score"":0.9947388831466891}]}",tv.search,Drácula,8ac755b4-93af-547d-22ab-87ba42cc0796,24
1245032,515523,2019-03-24T13:09:23.597Z,nlp-recognizer,10247faf-91ff-a718-9f59-b65bc2c22eb4,movistar-home,c859a21a-b588-5294-9a37-eec57e374b09,200.0,,3.0.3,29.0,1.0,BETTY WHITE BUFFALO CARIÑO,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":1}],""entities"":[{""type"":""tef.audiovisual_actor"",""entity"":""BETTY WHITE BUFFALO CARIÑO"",""label"":"""",""canon"":""betty white buffalo cariño"",""start_index"":0,""end_index"":26,""score"":0.9999999999999813}]}",tv.search,BETTY WHITE BUFFALO CARIÑO,425da642-8226-1bfb-7611-84b0739cc76a,137
114556,620725,2019-02-23T22:19:18.930Z,nlp-recognizer,48ede123-5405-ceed-4949-0823e7244e0e,movistar-home,87040c27-1c5c-5895-af4d-08c639c0bd9c,200.0,,3.0.3,45.0,0.996004462,QUE ESTÁN ECHANDO EN LA TELE,"{""score"":0.996004462,""intent"":""tef.int.es_ES.mh.tv.content_get_info"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.content_get_info"",""score"":0.996004462}],""entities"":[{""type"":""tef.device_tv"",""entity"":""TELE"",""label"":"""",""canon"":""television"",""start_index"":24,""end_index"":28,""score"":1}]}",tv.content_get_info,TELE,f86865bc-67b8-b98a-ba4a-039994a2103a,151
